>TARREC   rectangular prism; AX,AY,AZ= 16.0000 32.0000 32.0000
     75999 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
 -16.50000 -16.50000 -16.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
   JA  IX  IY  IZ ICOMP(x,y,z)
 724   8  -2 -23   2   2   2
 725   9  -2 -23   2   2   2
 726  10  -2 -23   2   2   2
 727  11  -2 -23   2   2   2
 728  12  -2 -23   2   2   2
 729  13  -2 -23   2   2   2
 730  14  -2 -23   2   2   2
 731  15  -2 -23   2   2   2
 732  16  -2 -23   2   2   2
 733  17  -2 -23   2   2   2
 734  18  -2 -23   2   2   2
 735  19  -2 -23   2   2   2
 736  20  -2 -23   2   2   2
 737  21  -2 -23   2   2   2
 738  22  -2 -23   2   2   2
 739 -23  -1 -23   2   2   2
 740 -22  -1 -23   2   2   2
 741 -21  -1 -23   2   2   2
 742 -20  -1 -23   2   2   2
 743 -19  -1 -23   2   2   2
 744 -18  -1 -23   2   2   2
 745 -17  -1 -23   2   2   2
 746 -16  -1 -23   2   2   2
 747 -15  -1 -23   2   2   2
 748 -14  -1 -23   2   2   2
 749 -13  -1 -23   2   2   2
 750 -12  -1 -23   2   2   2
 751 -11  -1 -23   2   2   2
 752 -10  -1 -23   2   2   2
 753  -9  -1 -23   2   2   2
 754  -8  -1 -23   2   2   2
 755  -7  -1 -23   2   2   2
 756  -6  -1 -23   2   2   2
 757  -5  -1 -23   2   2   2
 758  -4  -1 -23   2   2   2
 759  -3  -1 -23   2   2   2
 760  -2  -1 -23   2   2   2
 761  -1  -1 -23   2   2   2
 762   0  -1 -23   2   2   2
 763   1  -1 -23   2   2   2
 764   2  -1 -23   2   2   2
 765   3  -1 -23   2   2   2
 766   4  -1 -23   2   2   2
 767   5  -1 -23   2   2   2
 768   6  -1 -23   2   2   2
 769   7  -1 -23   2   2   2
 770   8  -1 -23   2   2   2
 771   9  -1 -23   2   2   2
 772  10  -1 -23   2   2   2
 773  11  -1 -23   2   2   2
 774  12  -1 -23   2   2   2
 775  13  -1 -23   2   2   2
 776  14  -1 -23   2   2   2
 777  15  -1 -23   2   2   2
 778  16  -1 -23   2   2   2
 779  17  -1 -23   2   2   2
 780  18  -1 -23   2   2   2
 781  19  -1 -23   2   2   2
 782  20  -1 -23   2   2   2
 783  21  -1 -23   2   2   2
 784  22  -1 -23   2   2   2
 785  23  -1 -23   2   2   2
 786 -23   0 -23   2   2   2
 787 -22   0 -23   2   2   2
 788 -21   0 -23   2   2   2
 789 -20   0 -23   2   2   2
 790 -19   0 -23   2   2   2
 791 -18   0 -23   2   2   2
 792 -17   0 -23   2   2   2
 793 -16   0 -23   2   2   2
 794 -15   0 -23   2   2   2
 795 -14   0 -23   2   2   2
 796 -13   0 -23   2   2   2
 797 -12   0 -23   2   2   2
 798 -11   0 -23   2   2   2
 799 -10   0 -23   2   2   2
 800  -9   0 -23   2   2   2
 801  -8   0 -23   2   2   2
 802  -7   0 -23   2   2   2
 803  -6   0 -23   2   2   2
 804  -5   0 -23   2   2   2
 805  -4   0 -23   2   2   2
 806  -3   0 -23   2   2   2
 807  -2   0 -23   2   2   2
 808  -1   0 -23   2   2   2
 809   0   0 -23   2   2   2
 810   1   0 -23   2   2   2
 811   2   0 -23   2   2   2
 812   3   0 -23   2   2   2
 813   4   0 -23   2   2   2
 814   5   0 -23   2   2   2
 815   6   0 -23   2   2   2
 816   7   0 -23   2   2   2
 817   8   0 -23   2   2   2
 818   9   0 -23   2   2   2
 819  10   0 -23   2   2   2
 820  11   0 -23   2   2   2
 821  12   0 -23   2   2   2
 822  13   0 -23   2   2   2
 823  14   0 -23   2   2   2
 824  15   0 -23   2   2   2
 825  16   0 -23   2   2   2
 826  17   0 -23   2   2   2
 827  18   0 -23   2   2   2
 828  19   0 -23   2   2   2
 829  20   0 -23   2   2   2
 830  21   0 -23   2   2   2
 831  22   0 -23   2   2   2
 832  23   0 -23   2   2   2
 833 -10 -23 -22   2   2   2
 834  -9 -23 -22   2   2   2
 835  -8 -23 -22   2   2   2
 836  -7 -23 -22   2   2   2
 837  -6 -23 -22   2   2   2
 838  -5 -23 -22   2   2   2
 839  -4 -23 -22   2   2   2
 840  -3 -23 -22   2   2   2
 841  -2 -23 -22   2   2   2
 842  -1 -23 -22   2   2   2
 843   0 -23 -22   2   2   2
 844   1 -23 -22   2   2   2
 845   2 -23 -22   2   2   2
 846   3 -23 -22   2   2   2
 847   4 -23 -22   2   2   2
 848   5 -23 -22   2   2   2
 849   6 -23 -22   2   2   2
 850   7 -23 -22   2   2   2
 851   8 -23 -22   2   2   2
 852   9 -23 -22   2   2   2
 853  10 -23 -22   2   2   2
 854 -11 -22 -22   2   2   2
 855 -10 -22 -22   2   2   2
 856  -9 -22 -22   2   2   2
 857  -8 -22 -22   2   2   2
 858  -7 -22 -22   2   2   2
 859  -6 -22 -22   2   2   2
 860  -5 -22 -22   2   2   2
 861  -4 -22 -22   2   2   2
 862  -3 -22 -22   2   2   2
 863  -2 -22 -22   2   2   2
 864  -1 -22 -22   2   2   2
 865   0 -22 -22   2   2   2
 866   1 -22 -22   2   2   2
 867   2 -22 -22   2   2   2
 868   3 -22 -22   2   2   2
 869   4 -22 -22   2   2   2
 870   5 -22 -22   2   2   2
 871   6 -22 -22   2   2   2
 872   7 -22 -22   2   2   2
 873   8 -22 -22   2   2   2
 874   9 -22 -22   2   2   2
 875  10 -22 -22   2   2   2
 876  11 -22 -22   2   2   2
 877 -11 -21 -22   2   2   2
 878 -10 -21 -22   2   2   2
 879  -9 -21 -22   2   2   2
 880  -8 -21 -22   2   2   2
 881  -7 -21 -22   2   2   2
 882  -6 -21 -22   2   2   2
 883  -5 -21 -22   2   2   2
 884  -4 -21 -22   2   2   2
 885  -3 -21 -22   2   2   2
 886  -2 -21 -22   2   2   2
 887  -1 -21 -22   2   2   2
 888   0 -21 -22   2   2   2
 889   1 -21 -22   2   2   2
 890   2 -21 -22   2   2   2
 891   3 -21 -22   2   2   2
 892   4 -21 -22   2   2   2
 893   5 -21 -22   2   2   2
 894   6 -21 -22   2   2   2
 895   7 -21 -22   2   2   2
 896   8 -21 -22   2   2   2
 897   9 -21 -22   2   2   2
 898  10 -21 -22   2   2   2
 899  11 -21 -22   2   2   2
 900 -12 -20 -22   2   2   2
 901 -11 -20 -22   2   2   2
 902 -10 -20 -22   2   2   2
 903  -9 -20 -22   2   2   2
 904  -8 -20 -22   2   2   2
 905  -7 -20 -22   2   2   2
 906  -6 -20 -22   2   2   2
 907  -5 -20 -22   2   2   2
 908  -4 -20 -22   2   2   2
 909  -3 -20 -22   2   2   2
 910  -2 -20 -22   2   2   2
 911  -1 -20 -22   2   2   2
 912   0 -20 -22   2   2   2
 913   1 -20 -22   2   2   2
 914   2 -20 -22   2   2   2
 915   3 -20 -22   2   2   2
 916   4 -20 -22   2   2   2
 917   5 -20 -22   2   2   2
 918   6 -20 -22   2   2   2
 919   7 -20 -22   2   2   2
 920   8 -20 -22   2   2   2
 921   9 -20 -22   2   2   2
 922  10 -20 -22   2   2   2
 923  11 -20 -22   2   2   2
 924  12 -20 -22   2   2   2
 925 -13 -19 -22   2   2   2
 926 -12 -19 -22   2   2   2
 927 -11 -19 -22   2   2   2
 928 -10 -19 -22   2   2   2
 929  -9 -19 -22   2   2   2
 930  -8 -19 -22   2   2   2
 931  -7 -19 -22   2   2   2
 932  -6 -19 -22   2   2   2
 933  -5 -19 -22   2   2   2
 934  -4 -19 -22   2   2   2
 935  -3 -19 -22   2   2   2
 936  -2 -19 -22   2   2   2
 937  -1 -19 -22   2   2   2
 938   0 -19 -22   2   2   2
 939   1 -19 -22   2   2   2
 940   2 -19 -22   2   2   2
 941   3 -19 -22   2   2   2
 942   4 -19 -22   2   2   2
 943   5 -19 -22   2   2   2
 944   6 -19 -22   2   2   2
 945   7 -19 -22   2   2   2
 946   8 -19 -22   2   2   2
 947   9 -19 -22   2   2   2
 948  10 -19 -22   2   2   2
 949  11 -19 -22   2   2   2
 950  12 -19 -22   2   2   2
 951  13 -19 -22   2   2   2
 952 -13 -18 -22   2   2   2
 953 -12 -18 -22   2   2   2
 954 -11 -18 -22   2   2   2
 955 -10 -18 -22   2   2   2
 956  -9 -18 -22   2   2   2
 957  -8 -18 -22   2   2   2
 958  -7 -18 -22   2   2   2
 959  -6 -18 -22   2   2   2
 960  -5 -18 -22   2   2   2
 961  -4 -18 -22   2   2   2
 962  -3 -18 -22   2   2   2
 963  -2 -18 -22   2   2   2
 964  -1 -18 -22   2   2   2
 965   0 -18 -22   2   2   2
 966   1 -18 -22   2   2   2
 967   2 -18 -22   2   2   2
 968   3 -18 -22   2   2   2
 969   4 -18 -22   2   2   2
 970   5 -18 -22   2   2   2
 971   6 -18 -22   2   2   2
 972   7 -18 -22   2   2   2
 973   8 -18 -22   2   2   2
 974   9 -18 -22   2   2   2
 975  10 -18 -22   2   2   2
 976  11 -18 -22   2   2   2
 977  12 -18 -22   2   2   2
 978  13 -18 -22   2   2   2
 979 -14 -17 -22   2   2   2
 980 -13 -17 -22   2   2   2
 981 -12 -17 -22   2   2   2
 982 -11 -17 -22   2   2   2
 983 -10 -17 -22   2   2   2
 984  -9 -17 -22   2   2   2
 985  -8 -17 -22   2   2   2
 986  -7 -17 -22   2   2   2
 987  -6 -17 -22   2   2   2
 988  -5 -17 -22   2   2   2
 989  -4 -17 -22   2   2   2
 990  -3 -17 -22   2   2   2
 991  -2 -17 -22   2   2   2
 992  -1 -17 -22   2   2   2
 993   0 -17 -22   2   2   2
 994   1 -17 -22   2   2   2
 995   2 -17 -22   2   2   2
 996   3 -17 -22   2   2   2
 997   4 -17 -22   2   2   2
 998   5 -17 -22   2   2   2
 999   6 -17 -22   2   2   2
1000   7 -17 -22   2   2   2
1001   8 -17 -22   2   2   2
1002   9 -17 -22   2   2   2
1003  10 -17 -22   2   2   2
1004  11 -17 -22   2   2   2
1005  12 -17 -22   2   2   2
1006  13 -17 -22   2   2   2
1007  14 -17 -22   2   2   2
1008 -14 -16 -22   2   2   2
1009 -13 -16 -22   2   2   2
1010 -12 -16 -22   2   2   2
1011 -11 -16 -22   2   2   2
1012 -10 -16 -22   2   2   2
1013  -9 -16 -22   2   2   2
1014  -8 -16 -22   2   2   2
1015  -7 -16 -22   2   2   2
1016  -6 -16 -22   2   2   2
1017  -5 -16 -22   2   2   2
1018  -4 -16 -22   2   2   2
1019  -3 -16 -22   2   2   2
1020  -2 -16 -22   2   2   2
1021  -1 -16 -22   2   2   2
1022   0 -16 -22   2   2   2
1023   1 -16 -22   2   2   2
1024   2 -16 -22   2   2   2
1025   3 -16 -22   2   2   2
1026   4 -16 -22   2   2   2
1027   5 -16 -22   2   2   2
1028   6 -16 -22   2   2   2
1029   7 -16 -22   2   2   2
1030   8 -16 -22   2   2   2
1031   9 -16 -22   2   2   2
1032  10 -16 -22   2   2   2
1033  11 -16 -22   2   2   2
1034  12 -16 -22   2   2   2
1035  13 -16 -22   2   2   2
1036  14 -16 -22   2   2   2
1037 -15 -15 -22   2   2   2
1038 -14 -15 -22   2   2   2
1039 -13 -15 -22   2   2   2
1040 -12 -15 -22   2   2   2
1041 -11 -15 -22   2   2   2
1042 -10 -15 -22   2   2   2
1043  -9 -15 -22   2   2   2
1044  -8 -15 -22   2   2   2
1045  -7 -15 -22   2   2   2
1046  -6 -15 -22   2   2   2
1047  -5 -15 -22   2   2   2
1048  -4 -15 -22   2   2   2
1049  -3 -15 -22   2   2   2
1050  -2 -15 -22   2   2   2
1051  -1 -15 -22   2   2   2
1052   0 -15 -22   2   2   2
1053   1 -15 -22   2   2   2
1054   2 -15 -22   2   2   2
1055   3 -15 -22   2   2   2
1056   4 -15 -22   2   2   2
1057   5 -15 -22   2   2   2
1058   6 -15 -22   2   2   2
1059   7 -15 -22   2   2   2
1060   8 -15 -22   2   2   2
1061   9 -15 -22   2   2   2
1062  10 -15 -22   2   2   2
1063  11 -15 -22   2   2   2
1064  12 -15 -22   2   2   2
1065  13 -15 -22   2   2   2
1066  14 -15 -22   2   2   2
1067  15 -15 -22   2   2   2
1068 -15 -14 -22   2   2   2
1069 -14 -14 -22   2   2   2
1070 -13 -14 -22   2   2   2
1071 -12 -14 -22   2   2   2
1072 -11 -14 -22   2   2   2
1073 -10 -14 -22   2   2   2
1074  -9 -14 -22   2   2   2
1075  -8 -14 -22   2   2   2
1076  -7 -14 -22   2   2   2
1077  -6 -14 -22   2   2   2
1078  -5 -14 -22   2   2   2
1079  -4 -14 -22   2   2   2
1080  -3 -14 -22   2   2   2
1081  -2 -14 -22   2   2   2
1082  -1 -14 -22   2   2   2
1083   0 -14 -22   2   2   2
1084   1 -14 -22   2   2   2
1085   2 -14 -22   2   2   2
1086   3 -14 -22   2   2   2
1087   4 -14 -22   2   2   2
1088   5 -14 -22   2   2   2
1089   6 -14 -22   2   2   2
1090   7 -14 -22   2   2   2
1091   8 -14 -22   2   2   2
1092   9 -14 -22   2   2   2
1093  10 -14 -22   2   2   2
1094  11 -14 -22   2   2   2
1095  12 -14 -22   2   2   2
1096  13 -14 -22   2   2   2
1097  14 -14 -22   2   2   2
1098  15 -14 -22   2   2   2
1099 -16 -13 -22   2   2   2
1100 -15 -13 -22   2   2   2
1101 -14 -13 -22   2   2   2
1102 -13 -13 -22   2   2   2
1103 -12 -13 -22   2   2   2
1104 -11 -13 -22   2   2   2
1105 -10 -13 -22   2   2   2
1106  -9 -13 -22   2   2   2
1107  -8 -13 -22   2   2   2
1108  -7 -13 -22   2   2   2
1109  -6 -13 -22   2   2   2
1110  -5 -13 -22   2   2   2
1111  -4 -13 -22   2   2   2
1112  -3 -13 -22   2   2   2
1113  -2 -13 -22   2   2   2
1114  -1 -13 -22   2   2   2
1115   0 -13 -22   2   2   2
1116   1 -13 -22   2   2   2
1117   2 -13 -22   2   2   2
1118   3 -13 -22   2   2   2
1119   4 -13 -22   2   2   2
1120   5 -13 -22   2   2   2
1121   6 -13 -22   2   2   2
1122   7 -13 -22   2   2   2
1123   8 -13 -22   2   2   2
1124   9 -13 -22   2   2   2
1125  10 -13 -22   2   2   2
1126  11 -13 -22   2   2   2
1127  12 -13 -22   2   2   2
1128  13 -13 -22   2   2   2
1129  14 -13 -22   2   2   2
1130  15 -13 -22   2   2   2
1131  16 -13 -22   2   2   2
1132 -17 -12 -22   2   2   2
1133 -16 -12 -22   2   2   2
1134 -15 -12 -22   2   2   2
1135 -14 -12 -22   2   2   2
1136 -13 -12 -22   2   2   2
1137 -12 -12 -22   2   2   2
1138 -11 -12 -22   2   2   2
1139 -10 -12 -22   2   2   2
1140  -9 -12 -22   2   2   2
1141  -8 -12 -22   2   2   2
1142  -7 -12 -22   2   2   2
1143  -6 -12 -22   2   2   2
1144  -5 -12 -22   2   2   2
1145  -4 -12 -22   2   2   2
1146  -3 -12 -22   2   2   2
1147  -2 -12 -22   2   2   2
1148  -1 -12 -22   2   2   2
1149   0 -12 -22   2   2   2
1150   1 -12 -22   2   2   2
1151   2 -12 -22   2   2   2
1152   3 -12 -22   2   2   2
1153   4 -12 -22   2   2   2
1154   5 -12 -22   2   2   2
1155   6 -12 -22   2   2   2
1156   7 -12 -22   2   2   2
1157   8 -12 -22   2   2   2
1158   9 -12 -22   2   2   2
1159  10 -12 -22   2   2   2
1160  11 -12 -22   2   2   2
1161  12 -12 -22   2   2   2
1162  13 -12 -22   2   2   2
1163  14 -12 -22   2   2   2
1164  15 -12 -22   2   2   2
1165  16 -12 -22   2   2   2
1166  17 -12 -22   2   2   2
1167 -17 -11 -22   2   2   2
1168 -16 -11 -22   2   2   2
1169 -15 -11 -22   2   2   2
1170 -14 -11 -22   2   2   2
1171 -13 -11 -22   2   2   2
1172 -12 -11 -22   2   2   2
1173 -11 -11 -22   2   2   2
1174 -10 -11 -22   2   2   2
1175  -9 -11 -22   2   2   2
1176  -8 -11 -22   2   2   2
1177  -7 -11 -22   2   2   2
1178  -6 -11 -22   2   2   2
1179  -5 -11 -22   2   2   2
1180  -4 -11 -22   2   2   2
1181  -3 -11 -22   2   2   2
1182  -2 -11 -22   2   2   2
1183  -1 -11 -22   2   2   2
1184   0 -11 -22   2   2   2
1185   1 -11 -22   2   2   2
1186   2 -11 -22   2   2   2
1187   3 -11 -22   2   2   2
1188   4 -11 -22   2   2   2
1189   5 -11 -22   2   2   2
1190   6 -11 -22   2   2   2
1191   7 -11 -22   2   2   2
1192   8 -11 -22   2   2   2
1193   9 -11 -22   2   2   2
1194  10 -11 -22   2   2   2
1195  11 -11 -22   2   2   2
1196  12 -11 -22   2   2   2
1197  13 -11 -22   2   2   2
1198  14 -11 -22   2   2   2
1199  15 -11 -22   2   2   2
1200  16 -11 -22   2   2   2
1201  17 -11 -22   2   2   2
1202 -18 -10 -22   2   2   2
1203 -17 -10 -22   2   2   2
1204 -16 -10 -22   2   2   2
1205 -15 -10 -22   2   2   2
1206 -14 -10 -22   2   2   2
1207 -13 -10 -22   2   2   2
1208 -12 -10 -22   2   2   2
1209 -11 -10 -22   2   2   2
1210 -10 -10 -22   2   2   2
1211  -9 -10 -22   2   2   2
1212  -8 -10 -22   2   2   2
1213  -7 -10 -22   2   2   2
1214  -6 -10 -22   2   2   2
1215  -5 -10 -22   2   2   2
1216  -4 -10 -22   2   2   2
1217  -3 -10 -22   2   2   2
1218  -2 -10 -22   2   2   2
1219  -1 -10 -22   2   2   2
1220   0 -10 -22   2   2   2
1221   1 -10 -22   2   2   2
1222   2 -10 -22   2   2   2
1223   3 -10 -22   2   2   2
1224   4 -10 -22   2   2   2
1225   5 -10 -22   2   2   2
1226   6 -10 -22   2   2   2
1227   7 -10 -22   2   2   2
1228   8 -10 -22   2   2   2
1229   9 -10 -22   2   2   2
1230  10 -10 -22   2   2   2
1231  11 -10 -22   2   2   2
1232  12 -10 -22   2   2   2
1233  13 -10 -22   2   2   2
1234  14 -10 -22   2   2   2
1235  15 -10 -22   2   2   2
1236  16 -10 -22   2   2   2
1237  17 -10 -22   2   2   2
1238  18 -10 -22   2   2   2
1239 -18  -9 -22   2   2   2
1240 -17  -9 -22   2   2   2
1241 -16  -9 -22   2   2   2
1242 -15  -9 -22   2   2   2
1243 -14  -9 -22   2   2   2
1244 -13  -9 -22   2   2   2
1245 -12  -9 -22   2   2   2
1246 -11  -9 -22   2   2   2
1247 -10  -9 -22   2   2   2
1248  -9  -9 -22   2   2   2
1249  -8  -9 -22   2   2   2
1250  -7  -9 -22   2   2   2
1251  -6  -9 -22   2   2   2
1252  -5  -9 -22   2   2   2
1253  -4  -9 -22   2   2   2
1254  -3  -9 -22   2   2   2
1255  -2  -9 -22   2   2   2
1256  -1  -9 -22   2   2   2
1257   0  -9 -22   2   2   2
1258   1  -9 -22   2   2   2
1259   2  -9 -22   2   2   2
1260   3  -9 -22   2   2   2
1261   4  -9 -22   2   2   2
1262   5  -9 -22   2   2   2
1263   6  -9 -22   2   2   2
1264   7  -9 -22   2   2   2
1265   8  -9 -22   2   2   2
1266   9  -9 -22   2   2   2
1267  10  -9 -22   2   2   2
1268  11  -9 -22   2   2   2
1269  12  -9 -22   2   2   2
1270  13  -9 -22   2   2   2
1271  14  -9 -22   2   2   2
1272  15  -9 -22   2   2   2
1273  16  -9 -22   2   2   2
1274  17  -9 -22   2   2   2
1275  18  -9 -22   2   2   2
1276 -19  -8 -22   2   2   2
1277 -18  -8 -22   2   2   2
1278 -17  -8 -22   2   2   2
1279 -16  -8 -22   2   2   2
1280 -15  -8 -22   2   2   2
1281 -14  -8 -22   2   2   2
1282 -13  -8 -22   2   2   2
1283 -12  -8 -22   2   2   2
1284 -11  -8 -22   2   2   2
1285 -10  -8 -22   2   2   2
1286  -9  -8 -22   2   2   2
1287  -8  -8 -22   2   2   2
1288  -7  -8 -22   2   2   2
1289  -6  -8 -22   2   2   2
1290  -5  -8 -22   2   2   2
1291  -4  -8 -22   2   2   2
1292  -3  -8 -22   2   2   2
1293  -2  -8 -22   2   2   2
1294  -1  -8 -22   2   2   2
1295   0  -8 -22   2   2   2
1296   1  -8 -22   2   2   2
1297   2  -8 -22   2   2   2
1298   3  -8 -22   2   2   2
1299   4  -8 -22   2   2   2
1300   5  -8 -22   2   2   2
1301   6  -8 -22   2   2   2
1302   7  -8 -22   2   2   2
1303   8  -8 -22   2   2   2
1304   9  -8 -22   2   2   2
1305  10  -8 -22   2   2   2
1306  11  -8 -22   2   2   2
1307  12  -8 -22   2   2   2
1308  13  -8 -22   2   2   2
1309  14  -8 -22   2   2   2
1310  15  -8 -22   2   2   2
1311  16  -8 -22   2   2   2
1312  17  -8 -22   2   2   2
1313  18  -8 -22   2   2   2
1314  19  -8 -22   2   2   2
1315 -19  -7 -22   2   2   2
1316 -18  -7 -22   2   2   2
1317 -17  -7 -22   2   2   2
1318 -16  -7 -22   2   2   2
1319 -15  -7 -22   2   2   2
1320 -14  -7 -22   2   2   2
1321 -13  -7 -22   2   2   2
1322 -12  -7 -22   2   2   2
1323 -11  -7 -22   2   2   2
1324 -10  -7 -22   2   2   2
1325  -9  -7 -22   2   2   2
1326  -8  -7 -22   2   2   2
1327  -7  -7 -22   2   2   2
1328  -6  -7 -22   2   2   2
1329  -5  -7 -22   2   2   2
1330  -4  -7 -22   2   2   2
1331  -3  -7 -22   2   2   2
1332  -2  -7 -22   2   2   2
1333  -1  -7 -22   2   2   2
1334   0  -7 -22   2   2   2
1335   1  -7 -22   2   2   2
1336   2  -7 -22   2   2   2
1337   3  -7 -22   2   2   2
1338   4  -7 -22   2   2   2
1339   5  -7 -22   2   2   2
1340   6  -7 -22   2   2   2
1341   7  -7 -22   2   2   2
1342   8  -7 -22   2   2   2
1343   9  -7 -22   2   2   2
1344  10  -7 -22   2   2   2
1345  11  -7 -22   2   2   2
1346  12  -7 -22   2   2   2
1347  13  -7 -22   2   2   2
1348  14  -7 -22   2   2   2
1349  15  -7 -22   2   2   2
1350  16  -7 -22   2   2   2
1351  17  -7 -22   2   2   2
1352  18  -7 -22   2   2   2
1353  19  -7 -22   2   2   2
1354 -20  -6 -22   2   2   2
1355 -19  -6 -22   2   2   2
1356 -18  -6 -22   2   2   2
1357 -17  -6 -22   2   2   2
1358 -16  -6 -22   2   2   2
1359 -15  -6 -22   2   2   2
1360 -14  -6 -22   2   2   2
1361 -13  -6 -22   2   2   2
1362 -12  -6 -22   2   2   2
1363 -11  -6 -22   2   2   2
1364 -10  -6 -22   2   2   2
1365  -9  -6 -22   2   2   2
1366  -8  -6 -22   2   2   2
1367  -7  -6 -22   2   2   2
1368  -6  -6 -22   2   2   2
1369  -5  -6 -22   2   2   2
1370  -4  -6 -22   2   2   2
1371  -3  -6 -22   2   2   2
1372  -2  -6 -22   2   2   2
1373  -1  -6 -22   2   2   2
1374   0  -6 -22   2   2   2
1375   1  -6 -22   2   2   2
1376   2  -6 -22   2   2   2
1377   3  -6 -22   2   2   2
1378   4  -6 -22   2   2   2
1379   5  -6 -22   2   2   2
1380   6  -6 -22   2   2   2
1381   7  -6 -22   2   2   2
1382   8  -6 -22   2   2   2
1383   9  -6 -22   2   2   2
1384  10  -6 -22   2   2   2
1385  11  -6 -22   2   2   2
1386  12  -6 -22   2   2   2
1387  13  -6 -22   2   2   2
1388  14  -6 -22   2   2   2
1389  15  -6 -22   2   2   2
1390  16  -6 -22   2   2   2
1391  17  -6 -22   2   2   2
1392  18  -6 -22   2   2   2
1393  19  -6 -22   2   2   2
1394  20  -6 -22   2   2   2
1395 -21  -5 -22   2   2   2
1396 -20  -5 -22   2   2   2
1397 -19  -5 -22   2   2   2
1398 -18  -5 -22   2   2   2
1399 -17  -5 -22   2   2   2
1400 -16  -5 -22   2   2   2
1401 -15  -5 -22   2   2   2
1402 -14  -5 -22   2   2   2
1403 -13  -5 -22   2   2   2
1404 -12  -5 -22   2   2   2
1405 -11  -5 -22   2   2   2
1406 -10  -5 -22   2   2   2
1407  -9  -5 -22   2   2   2
1408  -8  -5 -22   2   2   2
1409  -7  -5 -22   2   2   2
1410  -6  -5 -22   2   2   2
1411  -5  -5 -22   2   2   2
1412  -4  -5 -22   2   2   2
1413  -3  -5 -22   2   2   2
1414  -2  -5 -22   2   2   2
1415  -1  -5 -22   2   2   2
1416   0  -5 -22   2   2   2
1417   1  -5 -22   2   2   2
1418   2  -5 -22   2   2   2
1419   3  -5 -22   2   2   2
1420   4  -5 -22   2   2   2
1421   5  -5 -22   2   2   2
1422   6  -5 -22   2   2   2
1423   7  -5 -22   2   2   2
1424   8  -5 -22   2   2   2
1425   9  -5 -22   2   2   2
1426  10  -5 -22   2   2   2
1427  11  -5 -22   2   2   2
1428  12  -5 -22   2   2   2
1429  13  -5 -22   2   2   2
1430  14  -5 -22   2   2   2
1431  15  -5 -22   2   2   2
1432  16  -5 -22   2   2   2
1433  17  -5 -22   2   2   2
1434  18  -5 -22   2   2   2
1435  19  -5 -22   2   2   2
1436  20  -5 -22   2   2   2
1437  21  -5 -22   2   2   2
1438 -21  -4 -22   2   2   2
1439 -20  -4 -22   2   2   2
1440 -19  -4 -22   2   2   2
1441 -18  -4 -22   2   2   2
1442 -17  -4 -22   2   2   2
1443 -16  -4 -22   2   2   2
1444 -15  -4 -22   2   2   2
1445 -14  -4 -22   2   2   2
1446 -13  -4 -22   2   2   2
1447 -12  -4 -22   2   2   2
1448 -11  -4 -22   2   2   2
1449 -10  -4 -22   2   2   2
1450  -9  -4 -22   2   2   2
1451  -8  -4 -22   2   2   2
1452  -7  -4 -22   2   2   2
1453  -6  -4 -22   2   2   2
1454  -5  -4 -22   2   2   2
1455  -4  -4 -22   2   2   2
1456  -3  -4 -22   2   2   2
1457  -2  -4 -22   2   2   2
1458  -1  -4 -22   2   2   2
1459   0  -4 -22   2   2   2
1460   1  -4 -22   2   2   2
1461   2  -4 -22   2   2   2
1462   3  -4 -22   2   2   2
1463   4  -4 -22   2   2   2
1464   5  -4 -22   2   2   2
1465   6  -4 -22   2   2   2
1466   7  -4 -22   2   2   2
1467   8  -4 -22   2   2   2
1468   9  -4 -22   2   2   2
1469  10  -4 -22   2   2   2
1470  11  -4 -22   2   2   2
1471  12  -4 -22   2   2   2
1472  13  -4 -22   2   2   2
1473  14  -4 -22   2   2   2
1474  15  -4 -22   2   2   2
1475  16  -4 -22   2   2   2
1476  17  -4 -22   2   2   2
1477  18  -4 -22   2   2   2
1478  19  -4 -22   2   2   2
1479  20  -4 -22   2   2   2
1480  21  -4 -22   2   2   2
1481 -22  -3 -22   2   2   2
1482 -21  -3 -22   2   2   2
1483 -20  -3 -22   2   2   2
1484 -19  -3 -22   2   2   2
1485 -18  -3 -22   2   2   2
1486 -17  -3 -22   2   2   2
1487 -16  -3 -22   2   2   2
1488 -15  -3 -22   2   2   2
1489 -14  -3 -22   2   2   2
1490 -13  -3 -22   2   2   2
1491 -12  -3 -22   2   2   2
1492 -11  -3 -22   2   2   2
1493 -10  -3 -22   2   2   2
1494  -9  -3 -22   2   2   2
1495  -8  -3 -22   2   2   2
1496  -7  -3 -22   2   2   2
1497  -6  -3 -22   2   2   2
1498  -5  -3 -22   2   2   2
1499  -4  -3 -22   2   2   2
1500  -3  -3 -22   2   2   2
1501  -2  -3 -22   2   2   2
1502  -1  -3 -22   2   2   2
1503   0  -3 -22   2   2   2
1504   1  -3 -22   2   2   2
1505   2  -3 -22   2   2   2
1506   3  -3 -22   2   2   2
1507   4  -3 -22   2   2   2
1508   5  -3 -22   2   2   2
1509   6  -3 -22   2   2   2
1510   7  -3 -22   2   2   2
1511   8  -3 -22   2   2   2
1512   9  -3 -22   2   2   2
1513  10  -3 -22   2   2   2
